state_ut,district_name,intervention,rank,ev_score,expected_access_gain,est_cost_tier,confidence,p_addresses_need,p_wrong,benefit,trigger_signals,rationale,not_recommended_flag,not_recommended_reason
Chhattisgarh,Raigarh,Pharmacy-based chronic care screening,3,0.0071,10.8,Low-Medium,Low,0.429,0.63,0.588,"high_bp_pct=29% | high_blood_sugar_pct=11% | ncd_signal_rate=50% | diagnostic_signal_rate=50% | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (9-91%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Chhattisgarh,Raigarh,Community health worker outreach,4,-0.0352,10.2,Medium,Low,0.412,0.63,0.58,"needs_human_review_rate=50% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (9-91%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Chhattisgarh,Raigarh,OB referral network + prenatal telehealth & transport,5,-0.1073,13.5,Medium-High,Low,0.474,0.63,0.664,"institutional_birth_5y_pct=88% | anaemia_w15_49_pct=62% | maternity_signal_rate=50% | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (9-91%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Chhattisgarh,Raigarh,Mobile primary care clinic,6,-0.1201,18.7,High,Low,0.55,0.63,0.794,"planning_category=mixed_or_monitor | trustworthy_supply_rate=50% | capacity_observed_rate=50% | observed_capacity_median=450 | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (9-91%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Chhattisgarh,Raigarh,Telehealth-first program,7,-0.0651,9.2,Low,Low,0.305,0.78,0.794,"trustworthy_supply_rate=50% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (9-91%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Bihar,Buxar,Verify-first data / records campaign,1,0.7805,33.0,Low,Low,0.8,0.83,1.128,"planning_category=referral_or_capacity_candidate | needs_human_review_rate=100% | critical_supply_gap_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Bihar,Buxar,PM-JAY / insurance enrollment support,2,0.6884,33.7,Low,Low,0.887,0.83,1.038,"hh_health_insurance_pct=11% | planning_category=referral_or_capacity_candidate | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Bihar,Buxar,Community health worker outreach,3,0.0804,14.1,Medium,Low,0.525,0.83,0.733,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Bihar,Buxar,Pharmacy-based chronic care screening,4,-0.1365,5.3,Low-Medium,Low,0.349,0.83,0.415,"high_bp_pct=12% | high_blood_sugar_pct=12% | ncd_signal_rate=100% | diagnostic_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Bihar,Buxar,OB referral network + prenatal telehealth & transport,5,-0.2477,8.3,Medium-High,Low,0.426,0.83,0.537,"institutional_birth_5y_pct=90% | anaemia_w15_49_pct=66% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Bihar,Buxar,Mobile primary care clinic,6,-0.2952,12.2,High,Low,0.51,0.83,0.654,"planning_category=referral_or_capacity_candidate | trustworthy_supply_rate=100% | capacity_observed_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Bihar,Buxar,Telehealth-first program,7,-0.2871,2.0,Low,Low,0.18,0.95,0.338,"trustworthy_supply_rate=100% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Bihar,Aurangabad,Verify-first data / records campaign,1,0.8525,35.6,Low,Low,0.8,0.83,1.218,"planning_category=real_desert_candidate | needs_human_review_rate=100% | critical_supply_gap_rate=100% | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-66%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Bihar,Aurangabad,PM-JAY / insurance enrollment support,2,0.5448,28.4,Low,Low,0.715,0.83,1.087,"hh_health_insurance_pct=15% | planning_category=real_desert_candidate | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-66%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Bihar,Aurangabad,Mobile primary care clinic,3,0.5282,42.3,High,Low,0.95,0.83,1.218,"planning_category=real_desert_candidate | trustworthy_supply_rate=0% | capacity_observed_rate=0% | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-66%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Bihar,Aurangabad,Community health worker outreach,4,0.1111,15.2,Medium,Low,0.525,0.83,0.792,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-66%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Bihar,Aurangabad,OB referral network + prenatal telehealth & transport,5,-0.0459,15.7,Medium-High,Low,0.547,0.83,0.787,"institutional_birth_5y_pct=78% | anaemia_w15_49_pct=60% | maternity_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-66%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Bihar,Aurangabad,Pharmacy-based chronic care screening,6,-0.1171,6.0,Low-Medium,Low,0.356,0.83,0.461,"high_bp_pct=16% | high_blood_sugar_pct=12% | ncd_signal_rate=50% | diagnostic_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-66%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Bihar,Aurangabad,Telehealth-first program,7,0.1757,17.2,Low,Low,0.43,0.95,1.218,"trustworthy_supply_rate=0% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-66%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Uttar Pradesh,Firozabad,Verify-first data / records campaign,1,0.7795,33.0,Low,Low,0.8,0.83,1.127,"planning_category=mixed_or_monitor | needs_human_review_rate=100% | critical_supply_gap_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Uttar Pradesh,Firozabad,PM-JAY / insurance enrollment support,2,0.509,27.1,Low,Low,0.726,0.83,1.021,"hh_health_insurance_pct=13% | planning_category=mixed_or_monitor | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Uttar Pradesh,Firozabad,Mobile primary care clinic,3,0.2162,30.9,High,Low,0.75,0.83,1.127,"planning_category=mixed_or_monitor | trustworthy_supply_rate=0% | capacity_observed_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Uttar Pradesh,Firozabad,Community health worker outreach,4,0.08,14.1,Medium,Low,0.525,0.83,0.732,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Uttar Pradesh,Firozabad,Pharmacy-based chronic care screening,5,-0.1301,5.5,Low-Medium,Low,0.355,0.83,0.426,"high_bp_pct=19% | high_blood_sugar_pct=8% | ncd_signal_rate=100% | diagnostic_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Uttar Pradesh,Firozabad,OB referral network + prenatal telehealth & transport,6,-0.236,8.8,Medium-High,Low,0.435,0.83,0.552,"institutional_birth_5y_pct=80% | anaemia_w15_49_pct=57% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Uttar Pradesh,Firozabad,Telehealth-first program,7,0.1365,15.9,Low,Low,0.43,0.95,1.127,"trustworthy_supply_rate=0% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Sikkim,South District,Verify-first data / records campaign,1,0.777,32.9,Low,Low,0.8,0.83,1.123,"planning_category=referral_or_capacity_candidate | needs_human_review_rate=100% | critical_supply_gap_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Sikkim,South District,PM-JAY / insurance enrollment support,2,0.5696,29.3,Low,Low,0.836,0.83,0.96,"hh_health_insurance_pct=21% | planning_category=referral_or_capacity_candidate | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Sikkim,South District,Community health worker outreach,3,0.0789,14.0,Medium,Low,0.525,0.83,0.73,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Sikkim,South District,Pharmacy-based chronic care screening,4,-0.0597,8.1,Low-Medium,Low,0.421,0.83,0.527,"high_bp_pct=45% | high_blood_sugar_pct=15% | ncd_signal_rate=100% | diagnostic_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Sikkim,South District,Mobile primary care clinic,5,-0.2965,12.2,High,Low,0.51,0.83,0.652,"planning_category=referral_or_capacity_candidate | trustworthy_supply_rate=100% | capacity_observed_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Sikkim,South District,OB referral network + prenatal telehealth & transport,6,-0.3145,5.9,Medium-High,Low,0.366,0.83,0.441,"institutional_birth_5y_pct=97% | anaemia_w15_49_pct=40% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Sikkim,South District,Telehealth-first program,7,-0.2873,2.0,Low,Low,0.18,0.95,0.337,"trustworthy_supply_rate=100% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (21-100%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Assam,Hojai,Verify-first data / records campaign,1,0.7754,32.8,Low,Low,0.8,0.83,1.122,"planning_category=mixed_or_monitor | needs_human_review_rate=100% | critical_supply_gap_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Assam,Hojai,Community health worker outreach,2,0.0782,14.0,Medium,Low,0.525,0.83,0.729,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Assam,Hojai,PM-JAY / insurance enrollment support,3,0.0218,9.3,Low,Low,0.429,0.83,0.592,"hh_health_insurance_pct=67% | planning_category=mixed_or_monitor | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Assam,Hojai,Pharmacy-based chronic care screening,4,-0.1087,6.3,Low-Medium,Low,0.377,0.83,0.458,"high_bp_pct=23% | high_blood_sugar_pct=16% | ncd_signal_rate=100% | diagnostic_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Assam,Hojai,Mobile primary care clinic,5,-0.1524,17.4,High,Low,0.59,0.83,0.808,"planning_category=mixed_or_monitor | trustworthy_supply_rate=0% | capacity_observed_rate=100% | observed_capacity_median=181 | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Assam,Hojai,OB referral network + prenatal telehealth & transport,6,-0.2446,8.5,Medium-High,Low,0.429,0.83,0.539,"institutional_birth_5y_pct=82% | anaemia_w15_49_pct=56% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Assam,Hojai,Telehealth-first program,7,0.1343,15.8,Low,Low,0.43,0.95,1.122,"trustworthy_supply_rate=0% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Himachal Pradesh,Hamirpur,Verify-first data / records campaign,1,0.775,32.8,Low,Low,0.8,0.83,1.121,"planning_category=mixed_or_monitor | needs_human_review_rate=100% | critical_supply_gap_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Himachal Pradesh,Hamirpur,PM-JAY / insurance enrollment support,2,0.3103,19.8,Low,Low,0.624,0.83,0.87,"hh_health_insurance_pct=32% | planning_category=mixed_or_monitor | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Himachal Pradesh,Hamirpur,Mobile primary care clinic,3,0.2119,30.7,High,Low,0.75,0.83,1.121,"planning_category=mixed_or_monitor | trustworthy_supply_rate=0% | capacity_observed_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Himachal Pradesh,Hamirpur,Community health worker outreach,4,0.078,14.0,Medium,Low,0.525,0.83,0.729,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Himachal Pradesh,Hamirpur,Pharmacy-based chronic care screening,5,0.049,12.1,Low-Medium,Low,0.504,0.83,0.656,"high_bp_pct=32% | high_blood_sugar_pct=20% | ncd_signal_rate=0% | diagnostic_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Himachal Pradesh,Hamirpur,OB referral network + prenatal telehealth & transport,6,-0.1788,10.9,Medium-High,Low,0.48,0.83,0.619,"institutional_birth_5y_pct=98% | anaemia_w15_49_pct=50% | maternity_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Himachal Pradesh,Hamirpur,Telehealth-first program,7,0.134,15.8,Low,Low,0.43,0.95,1.121,"trustworthy_supply_rate=0% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Assam,Golaghat,Verify-first data / records campaign,1,0.7746,32.8,Low,Low,0.8,0.83,1.121,"planning_category=mixed_or_monitor | needs_human_review_rate=100% | critical_supply_gap_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Assam,Golaghat,Mobile primary care clinic,2,0.2116,30.7,High,Low,0.75,0.83,1.121,"planning_category=mixed_or_monitor | trustworthy_supply_rate=0% | capacity_observed_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Assam,Golaghat,Community health worker outreach,3,0.0779,14.0,Medium,Low,0.525,0.83,0.728,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Assam,Golaghat,PM-JAY / insurance enrollment support,4,0.0092,8.8,Low,Low,0.419,0.83,0.577,"hh_health_insurance_pct=69% | planning_category=mixed_or_monitor | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Assam,Golaghat,OB referral network + prenatal telehealth & transport,5,-0.0916,14.1,Medium-High,Low,0.54,0.83,0.712,"institutional_birth_5y_pct=90% | anaemia_w15_49_pct=77% | maternity_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Assam,Golaghat,Pharmacy-based chronic care screening,6,-0.1179,6.0,Low-Medium,Low,0.368,0.83,0.444,"high_bp_pct=21% | high_blood_sugar_pct=13% | ncd_signal_rate=100% | diagnostic_signal_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Assam,Golaghat,Telehealth-first program,7,0.1338,15.8,Low,Low,0.43,0.95,1.121,"trustworthy_supply_rate=0% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (1 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (0-79%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Meghalaya,West Garo Hills,PM-JAY / insurance enrollment support,1,0.0631,11.4,Low,Low,0.522,0.63,0.509,"hh_health_insurance_pct=78% | planning_category=referral_or_capacity_candidate | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Meghalaya,West Garo Hills,Verify-first data / records campaign,2,0.0078,5.0,Low,Low,0.35,0.63,0.336,"planning_category=referral_or_capacity_candidate | needs_human_review_rate=0% | critical_supply_gap_rate=0% | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Meghalaya,West Garo Hills,Pharmacy-based chronic care screening,3,-0.0713,7.5,Low-Medium,Low,0.379,0.63,0.46,"high_bp_pct=21% | high_blood_sugar_pct=18% | ncd_signal_rate=100% | diagnostic_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Meghalaya,West Garo Hills,Community health worker outreach,4,-0.1737,4.3,Medium,Low,0.3,0.63,0.336,"needs_human_review_rate=0% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Meghalaya,West Garo Hills,OB referral network + prenatal telehealth & transport,5,-0.2148,8.9,Medium-High,Low,0.409,0.63,0.507,"institutional_birth_5y_pct=90% | anaemia_w15_49_pct=55% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (1 rows), wide supply CI (21-100%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
